Compound,CAS,smiles,Solvents normalized,Solvent count,Solvent system/raw phrase,Method notes,Extraction confidence,Review flags,Source context,record_id,compound_name_clean,smiles_status,smiles_canonical,inchi_key,largest_fragment_smiles,largest_fragment_inchikey,fragment_count,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,rdkit_aromatic_rings,rdkit_ring_count,rdkit_fraction_csp3,formal_charge,morgan2_2048_num_onbits,morgan2_2048_onbits,fg_carboxylic_acid,fg_sulfonic_acid,fg_phosphonic_acid,fg_acid_any,fg_phenol,fg_alcohol,fg_amide,fg_urea,fg_imide,fg_ester,fg_anhydride,fg_acyl_halide,fg_aldehyde,fg_ketone,fg_amine_nonamide,fg_basic_aromatic_n,fg_nitro,fg_aromatic_halide,fg_acetal_like,fg_boc_carbamate_like,fg_quinone_like,entry_salt_or_ionic_flag,salt_terms_detected,derivative_terms_detected,primary_recryst_class,secondary_recryst_classes,nearest_neighbor_ready,solvent_list_clean,solvent_count_calc,solvent_families,has_water,has_alcohol,has_hydrocarbon,has_aromatic_hydrocarbon,has_ether,has_ketone_or_ester_solvent,has_halogenated_solvent,has_acidic_solvent,has_polar_aprotic_or_strong_solvent,has_legacy_solvent,legacy_solvents,modernized_solvent_suggestions,solvent_safety_classes,system_type_estimated,likely_pair_families,has_colon_ratio,colon_ratios_detected,has_percent_composition,percent_values_detected,has_aqueous_word,has_hot_or_reflux_word,has_charcoal_or_carbon,has_wash_word,has_additive_or_few_drops_word,has_acid_additive_hint,has_base_additive_hint,compatibility_warning_candidates,class_default_single_panel,class_default_pair_panel,recommendation_use_weight
"Bromocresol Purple (5',5""-dibromo-o-cresolsulfonephthalein)",115-40-2,CC1=CC(=CC(=C1O)Br)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)C)O)Br,benzene,1,*benzene.,,High,benzene legacy,It can also be recrystallised from *benzene.,RC02518,"Bromocresol Purple (5',5""-dibromo-o-cresolsulfonephthalein)",valid,Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,ABIUHPWEYMSGSR-UHFFFAOYSA-N,Cc1cc(C2(c3cc(C)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc(Br)c1O,ABIUHPWEYMSGSR-UHFFFAOYSA-N,1,540.229,5.250,83.83,2,5,2,3,4,0.143,0,39,133 165 202 207 299 399 420 469 556 563 650 656 706 728 807 833 875 1057 1060 1088 1199 1346 1380 1391 1428 1460 1496 1528 1602 1623 1628 1631 1665 1722 1750 1873 1948 1980 1992,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,phenol_alcohol,aryl_halide; difficult_high_lattice_candidate; high_logp; multi_aromatic; phenol,Y,benzene,1,aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,Y,benzene,toluene; toluene/heptane,benzene:red_legacy,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,ethanol; methanol/water 90:10; ethanol/water 90:10; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; water if polar,ethanol/water; methanol/water; ethyl acetate/heptane; toluene/heptane; acetone/heptane,1.0
"Bromopyrogallol Red (5,5'-dibromopyrogallolsulfonephthalein)",16574-43-9,C1=CC=C2C(=C1)C3(C4=CC(=C(C(=C4OC5=C(C(=C(C=C53)Br)O)O)O)O)Br)OS2(=O)=O,ethanol; water,2,"50% EtOH, or aqueous alkaline solution",aqueous,High,,"Crystallise the dye from 50% EtOH, or aqueous alkaline solution followed by acidification.",RC02519,"Bromopyrogallol Red (5,5'-dibromopyrogallolsulfonephthalein)",valid,O=S1(=O)OC2(c3ccccc31)c1cc(Br)c(O)c(O)c1Oc1c2cc(Br)c(O)c1O,QFXYYBXMARTXHI-UHFFFAOYSA-N,O=S1(=O)OC2(c3ccccc31)c1cc(Br)c(O)c(O)c1Oc1c2cc(Br)c(O)c1O,QFXYYBXMARTXHI-UHFFFAOYSA-N,1,558.156,4.151,133.52,4,8,0,3,5,0.053,0,38,165 202 207 235 371 399 435 469 603 650 656 706 728 807 833 875 919 1060 1075 1088 1199 1294 1346 1380 1428 1460 1496 1528 1602 1628 1631 1665 1704 1750 1810 1873 1948 1980,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,phenol_alcohol,aryl_halide; difficult_high_lattice_candidate; high_logp; high_tpsa; multi_aromatic; phenol,Y,ethanol; water,2,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,ethanol; water,,aqueous_or_water_containing_system,alcohol/water,N,,Y,50%,Y,N,N,N,N,N,N,,ethanol; methanol/water 90:10; ethanol/water 90:10; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; water if polar,ethanol/water; methanol/water; ethyl acetate/heptane; toluene/heptane; acetone/heptane,1.0
(��)-sec-Butylboronic acid ([sec-butyl]-dihydroxyborane),88496-88-2,B(C(C)CC)(O)O,petroleum ether; benzene,2,*C6H6/petroleum ether,vacuo,High,benzene legacy,Purify the acid by recrystallisation from *C6H6/petroleum ether and dry in vacuo. [McCusker et al.,RC02520,(��)-sec-Butylboronic acid ([sec-butyl]-dihydroxyborane),valid,CCC(C)B(O)O,MACOIFNUPFKZEI-UHFFFAOYSA-N,CCC(C)B(O)O,MACOIFNUPFKZEI-UHFFFAOYSA-N,1,101.942,0.259,40.46,2,2,2,0,0,1.000,0,14,1 80 99 271 283 289 294 807 1002 1057 1544 1565 1921 1933,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,petroleum ether; benzene,2,aliphatic hydrocarbon; aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,Y,petroleum ether; benzene,heptane; cyclohexane; toluene; toluene/heptane,benzene:red_legacy,explicit_mixed_or_pair_system,aromatic/hydrocarbon,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
But-3-enylboronic acid,379669-72-4,B(CCC=C)(O)O,toluene,1,toluene,vacuo,High,,Recrystallise the acid from toluene and dry it in vacuo. [cf.,RC02521,But-3-enylboronic acid,valid,C=CCCB(O)O,WHTULVNQGYJCSG-UHFFFAOYSA-N,C=CCCB(O)O,WHTULVNQGYJCSG-UHFFFAOYSA-N,1,99.926,0.035,40.46,2,2,3,0,0,0.500,0,15,80 271 401 694 807 940 1064 1319 1366 1408 1447 1565 1645 1658 1903,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,toluene,1,aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,N,,toluene,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
Butylboronic acid (1-butanedihydroxyborane),4426-47-5,CCCCB(O)O,petroleum ether; benzene,2,*C6H6/petroleum ether,vacuo,High,benzene legacy,"Purify the acid by recrystallisation from *C6H6/petroleum ether and dry it in vacuo. [Corey & Cimprich J Am Chem Soc 116 3151 1994, DOI: 10.1021/ja00086a066; Quallich et al.",RC02522,Butylboronic acid (1-butanedihydroxyborane),valid,CCCCB(O)O,QPKFVRWIISEVCW-UHFFFAOYSA-N,CCCCB(O)O,QPKFVRWIISEVCW-UHFFFAOYSA-N,1,101.942,0.259,40.46,2,2,3,0,0,1.000,0,14,80 271 294 591 794 807 897 1057 1319 1408 1565 1658 1690 1911,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,petroleum ether; benzene,2,aliphatic hydrocarbon; aromatic hydrocarbon,N,N,Y,Y,N,N,N,N,N,Y,petroleum ether; benzene,heptane; cyclohexane; toluene; toluene/heptane,benzene:red_legacy,explicit_mixed_or_pair_system,aromatic/hydrocarbon,N,,N,,N,N,N,N,N,N,N,legacy_toxic_solvent_replace,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
Cacodylic acid (dimethylarsinic acid),75-60-5,C[As](C)(=O)O,ethanol; isopropanol,2,warm EtOH (3ml/g) by cooling and filtering.; propan-2-ol.,cooling,High,,"Recrystallise it from warm EtOH (3ml/g) by cooling and filtering. | It has also been recrystallised twice from propan-2-ol. [Kilpatrick J Am Chem Soc 71 2607 1949, DOI: 10.1021/ja01176a003; Nichol J Am Chem Soc 72 2367 1950, DOI: 10.1021/ja01162a006; Koller & Hawkridge J Am Chem Soc 107 7412 1985, DOI: 10.1021/ja00311a032; Beilstein 4 H 610, 4 I 567, 4 II 993, 4 III 1818, 4 IV 3681.] Cadion [1-(4-nitrophenyl)-3-(4-phenylazophenyl)-triazene]",RC02523,Cacodylic acid (dimethylarsinic acid),valid,C[As](C)(=O)O,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,C[As](C)(=O)O,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,1,137.998,0.111,37.30,1,1,0,0,0,1.000,0,8,415 650 653 807 999 1051 1057 1836,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,neutral_other,,Y,ethanol; isopropanol,2,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol; isopropanol,,explicit_mixed_or_pair_system,,N,,N,,N,Y,N,N,N,N,N,,ethanol; methanol; isopropanol; acetone; ethyl acetate; water or ethanol/water 90:10; toluene; heptane/cyclohexane,ethanol/water; methanol/water; ethyl acetate/heptane; acetone/heptane; toluene/heptane,1.0
Cadion [1-(4-nitrophenyl)-3-(4-phenylazophenyl)-triazene],5392-67-6,O=[N+]([O-])c1ccc(N=NNc2ccc(N=Nc3ccccc3)cc2)cc1,ethanol,1,95% EtOH and is,vacuo,High,,Commercial cadion is purified by recrystallisation from 95% EtOH and is dried in vacuo.,RC02524,Cadion [1-(4-nitrophenyl)-3-(4-phenylazophenyl)-triazene],valid,O=[N+]([O-])c1ccc(N=NNc2ccc(N=Nc3ccccc3)cc2)cc1,SMMIDVLUFMPWFN-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N=NNc2ccc(N=Nc3ccccc3)cc2)cc1,SMMIDVLUFMPWFN-UHFFFAOYSA-N,1,346.350,6.121,104.61,1,6,6,3,3,0.000,0,32,147 191 202 389 650 715 725 753 769 838 843 931 1086 1088 1152 1195 1199 1221 1274 1353 1380 1583 1680 1750 1779 1809 1814 1854 1869 1873 1898 1963,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,,,basic_amine_heterocycle,basic; high_logp; high_tpsa; multi_aromatic; nitro,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,Y,95%,N,N,N,N,N,N,N,,ethanol; methanol; acetone; ethyl acetate; ethyl acetate/heptane; toluene/heptane; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,ethyl acetate/heptane; toluene/heptane; ethanol/water; ethanol/diethyl ether if salt; methanol/diethyl ether if salt,1.0
The RS-acid,5872-08-2,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,acetic acid,1,AcOH.,,High,review name,recrystallises from AcOH. [60g of (��)-acid in 60ml of AcOH at 105o gave 40g of crystals has m 202-203o].,RC02525,The RS-acid,valid,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-UHFFFAOYSA-N,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-UHFFFAOYSA-N,1,232.301,1.270,71.44,1,3,2,0,2,0.900,0,31,80 85 123 231 314 350 484 528 592 650 764 807 926 949 1002 1019 1057 1060 1069 1097 1107 1162 1258 1274 1325 1327 1380 1476 1477 1693 1855,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic,Y,acetic acid,1,acidic/protic,N,N,N,N,N,N,N,Y,N,N,,acetic acid,acetic acid:yellow_acidic,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
n-Butylphenyl n-butylphosphonate,36411-99-1,,hexane,1,hexane as its compound with uranyl nitrate.,,High,,Crystallise it three times from hexane as its compound with uranyl nitrate.,RC02526,n-Butylphenyl n-butylphosphonate,missing,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,nitrate,,salt_or_ionic,,N,hexane,1,aliphatic hydrocarbon,N,N,Y,N,N,N,N,N,N,N,,hexane,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
(1S)-(+)Camphor-10-sulfonic acid,3144-16-9,CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C,ethyl acetate,1,ethyl acetate,,High,,"Crystallise the acid from ethyl acetate and dry it under vacuum (deliquescent). [Loudon J Chem Soc 823 1933, DOI: 10.1039/JR9330000819; Komppa J Prakt Chem 162 19 1943, DOI: 10.1002/prac.19431620103; Beilstein 11 IV 642.] It can also be isolated from the less soluble (-)-brucine (+)-camphorsulfonate salt in the above optical resolution.",RC02527,(1S)-(+)Camphor-10-sulfonic acid,valid,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-GMSGAONNSA-N,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-GMSGAONNSA-N,1,232.301,1.270,71.44,1,3,2,0,2,0.900,0,31,80 85 123 231 314 350 484 528 592 650 764 807 926 949 1002 1019 1057 1060 1069 1097 1107 1162 1258 1274 1325 1327 1380 1476 1477 1693 1855,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,salt,,salt_or_ionic,acidic,Y,ethyl acetate,1,ketone/ester,N,N,N,N,N,Y,N,N,N,N,,ethyl acetate,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
(4-Carbamylphenylarsylenedithio)diacetic acid (Arsenamide),531-72-6,C1=CC(=CC=C1C(=O)N)[As](SCC(=O)O)SCC(=O)O,methanol; ethanol; water,3,"H2O (1.7g/25ml, containing a small amount of thiolacetic acid), MeOH or EtOH.",,High,,"Recrystallise it from H2O (1.7g/25ml, containing a small amount of thiolacetic acid), MeOH or EtOH.",RC02528,(4-Carbamylphenylarsylenedithio)diacetic acid (Arsenamide),valid,NC(=O)c1ccc([As](SCC(=O)O)SCC(=O)O)cc1,YBQWEUNEYYXYOI-UHFFFAOYSA-N,NC(=O)c1ccc([As](SCC(=O)O)SCC(=O)O)cc1,YBQWEUNEYYXYOI-UHFFFAOYSA-N,1,377.275,0.116,117.69,3,5,8,1,1,0.182,0,28,32 80 116 140 188 309 332 389 398 432 567 650 807 905 1119 1171 1265 1380 1385 1420 1697 1727 1737 1750 1817 1873 1917 1959,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; amide_urea_imide; flexible_oiling_risk; high_tpsa,Y,methanol; ethanol; water,3,alcohol; water/aqueous,Y,Y,N,N,N,N,N,N,N,N,,methanol; ethanol; water,,aqueous_or_water_containing_system,alcohol/water,N,,N,,N,N,N,N,Y,Y,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
Calconcarboxylic acid [3-hydroxy-4-(2-hydroxy-4-sulfo-1-naphthylazo)naphthalene-2-carboxylic acid],3737-95-9,O=C(O)c1cc2ccccc2c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,water,1,hot water.,hot,High,,"Finally recrystallise the acid from hot water. [Itoh & Ueno Analyst (London 95 583 1970, DOI: 10.1039/AN9709500583.] It complexes with Ca2+ in presence of Mg2+ and other metal ions.",RC02529,Calconcarboxylic acid [3-hydroxy-4-(2-hydroxy-4-sulfo-1-naphthylazo)naphthalene-2-carboxylic acid],valid,O=C(O)c1cc2ccccc2c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,MVQBFZXBLLMXGS-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,MVQBFZXBLLMXGS-UHFFFAOYSA-N,1,438.417,4.765,156.85,4,7,4,4,4,0.000,0,41,202 350 389 392 456 592 618 626 650 725 760 807 836 846 875 931 1047 1087 1088 1189 1199 1338 1357 1380 1412 1476 1499 1503 1527 1573 1602 1607 1665 1750 1844 1855 1873 1883 1917 1968 1991,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,acidic_neutral,acidic; difficult_high_lattice_candidate; high_logp; high_tpsa; multi_aromatic; phenol,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,Y,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
The (1S)-(+)- NH4 salt,82509-30-6,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,diethyl ether; petroleum ether,2,"Et2O or petroleum ether; otherwise treat it with SOCl2 at 50o for 30 minutes, evaporate, dry the residue over KOH in a vacuum and recrystallise it.",,High,review name,"If free from OH bands in the IR, then recrystallise it from Et2O or petroleum ether; otherwise treat it with SOCl2 at 50o for 30 minutes, evaporate, dry the residue over KOH in a vacuum and recrystallise it.",RC02530,The (1S)-(+)- NH4 salt,valid,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-UHFFFAOYSA-N,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,MIOPJNTWMNEORI-UHFFFAOYSA-N,1,232.301,1.270,71.44,1,3,2,0,2,0.900,0,31,80 85 123 231 314 350 484 528 592 650 764 807 926 949 1002 1019 1057 1060 1069 1097 1107 1162 1258 1274 1325 1327 1380 1476 1477 1693 1855,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,salt,,salt_or_ionic,acidic,Y,diethyl ether; petroleum ether,2,aliphatic hydrocarbon; ether,N,N,Y,N,Y,N,N,N,N,Y,petroleum ether,diethyl ether; heptane; cyclohexane,,multiple_alternative_solvents_or_unparsed_mixture,,N,,N,,N,N,N,N,N,N,Y,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
The (��)-acid chloride,4552-50-5,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)Cl)C,ethanol,1,"EtOH the anilides have m 120.5-121o, and",,High,review name,"On repeated recrystallisation from EtOH the anilides have m 120.5-121o, and [��] +76 or -76 (c 1, CHCl3). [Read & Storey J Chem Soc 2761 1930, DOI: 10.1039/JR9300002761; Sutherland & Shriner J Am Chem Soc 58 62 1936, DOI: 10.1021/ja01292a019; Halterman et al.",RC02531,The (��)-acid chloride,valid,CC1(C)C2CCC1(CS(=O)(=O)Cl)C(=O)C2,BGABKEVTHIJBIW-UHFFFAOYSA-N,CC1(C)C2CCC1(CS(=O)(=O)Cl)C(=O)C2,BGABKEVTHIJBIW-UHFFFAOYSA-N,1,250.747,1.950,51.21,0,3,2,0,2,0.900,0,31,76 80 85 231 314 350 484 528 650 764 775 926 949 1002 1019 1057 1060 1069 1107 1162 1258 1274 1325 1380 1430 1476 1477 1683 1693 1735 1855,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,chloride,,salt_or_ionic,,Y,ethanol,1,alcohol,N,Y,N,N,N,N,N,N,N,N,,ethanol,,single_or_single_reported,,N,,N,,N,N,N,N,N,Y,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
4- Chlorobenzenesulfonamide,98-64-6,NS(=O)(=O)c1ccc(Cl)cc1,water,1,H2O.,aqueous,High,,"C6H6ClNO2S, M 191.6, m 144o, is obtained by reaction of the sulfonyl chloride with aqueous 088 NH3 and crystallised from H2O. [Beilstein 11 IV 115.] S-4-Chlorobenzylisothiuronium chloride",RC02532,4- Chlorobenzenesulfonamide,valid,NS(=O)(=O)c1ccc(Cl)cc1,HHHDJHHNEURCNV-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(Cl)cc1,HHHDJHHNEURCNV-UHFFFAOYSA-N,1,191.639,0.987,60.16,1,2,1,1,1,0.000,0,18,216 319 350 561 650 715 816 833 1070 1171 1197 1380 1476 1489 1607 1683 1750 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,chloride,,salt_or_ionic,aryl_halide; basic,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,Y,N,N,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
4-Chlorobenzenesulfonic acid,98-66-8,O=S(=O)(O)c1ccc(Cl)cc1,water,1,H2O as a hydrate.,,High,,It is prepared by the sulfonation of chlorobenzene with Oleum and recrystallises from H2O as a hydrate.,RC02533,4-Chlorobenzenesulfonic acid,valid,O=S(=O)(O)c1ccc(Cl)cc1,RJWBTWIBUIGANW-UHFFFAOYSA-N,O=S(=O)(O)c1ccc(Cl)cc1,RJWBTWIBUIGANW-UHFFFAOYSA-N,1,192.623,1.587,54.37,1,2,1,1,1,0.000,0,18,216 319 350 367 561 592 626 650 715 807 816 1070 1380 1476 1480 1683 1750 1873,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,hydrate,acidic_neutral,acidic; aryl_halide,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,N,N,N,N,N,N,,water; ethanol; ethanol/water 90:10; ethanol/water 75:25; methanol/water 90:10; acetone; ethyl acetate; ethanol + 1% acetic acid if basic impurity,ethanol/water; methanol/water; acetone/water; ethyl acetate/heptane; acetic acid/water if difficult,1.0
4-Chlorobenzenesulfonyl chloride,98-60-2,O=S(=O)(Cl)c1ccc(Cl)cc1,diethyl ether,1,ether in powdered Dry-ice,,High,,"Crystallise it from ether in powdered Dry-ice, after the solution has been washed with 10% NaOH until colourless and dried (Na2SO4).",RC02534,4-Chlorobenzenesulfonyl chloride,valid,O=S(=O)(Cl)c1ccc(Cl)cc1,ZLYBFBAHAQEEQQ-UHFFFAOYSA-N,O=S(=O)(Cl)c1ccc(Cl)cc1,ZLYBFBAHAQEEQQ-UHFFFAOYSA-N,1,211.069,2.268,34.14,0,2,1,1,1,0.000,0,17,137 170 216 319 350 378 561 650 715 816 1070 1380 1476 1683 1735 1750 1873,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,chloride,,salt_or_ionic,aryl_halide,Y,diethyl ether,1,ether,N,N,N,N,Y,N,N,N,N,N,,diethyl ether,,single_or_single_reported,,N,,Y,10%,N,N,N,Y,N,N,Y,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
Chloramine-T (N-chloro-p-toluenesulfonamide sodium salt) 3H2O,7080-50-4,Cc1ccc(S(=O)(=O)[N-]Cl)cc1,water,1,hot water (2ml/g).,hot,High,,Recrystallise it from hot water (2ml/g).,RC02535,Chloramine-T (N-chloro-p-toluenesulfonamide sodium salt) 3H2O,valid,Cc1ccc(S(=O)(=O)[N-]Cl)cc1,RVUJJZCNKLABMP-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)[N-]Cl)cc1,RVUJJZCNKLABMP-UHFFFAOYSA-N,1,204.658,2.211,48.24,0,2,2,1,1,0.143,-1,21,235 239 319 350 452 650 715 1057 1300 1380 1476 1639 1665 1683 1722 1750 1823 1870 1873 1920 1985,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,salt; sodium,,salt_or_ionic,,Y,water,1,water/aqueous,Y,N,N,N,N,N,N,N,N,N,,water,,single_or_single_reported,,N,,N,,N,Y,N,N,N,N,N,,water; ethanol; methanol; ethanol/water 90:10; methanol/water 90:10; acetone; ethanol/diethyl ether; methanol/diethyl ether,ethanol/water; methanol/water; ethanol/diethyl ether; methanol/diethyl ether; acetone/water,1.0
