source_reaction_type,reactive_site_1_display_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_2_display_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,yield_pct,z_score,condition_recipe_id,condition_display,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,procedure_text
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Cl,LG|Ar|Cl,,,,1.06,-0.47,RCR1:b1bcbfc3ba3abc3f3919fdfd791fe30fe7fc646d40e8f73e9f25fe5c1407065f,dtbpfPdCl2 [catalyst]; dtbpf [ligand]; K2CO3 [base]; iPrOAc [solvent]; water [solvent],,,,,true,"2 h at 60 °C, then 5 h at 90 °C"
Amide coupling,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,R–C(O)OR,EC|Acyl|Alkyl|OR|ester,,,,1.27,-1.3,RCR1:11bb43bb3829dbc3f2fc84ecf7ff141c282f1eb6f68e57640116d95bf0cf4aa2,"No ligand; KOH, NMM [base]; THF [solvent]; water [solvent]; COMU [coupling_reagent]",25,18,,,true,18 h at 25 °C
CN-Coupling,Ar–Br,LG|Ar|Br,,,,R–C(O)–NHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,0,-0.47,RCR1:0ebc78fcbba3621d62ae752c1b423a6e9c643e256a81fcec1078b9a8b2ebe64e,CuI [catalyst]; BTMO [ligand]; KOH [base]; tAmOH [solvent],,,,,true,
CN-Coupling,Ar–Br,LG|Ar|Br,,,,R–C(O)–NHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,0,-0.18,RCR1:0ebc78fcbba3621d62ae752c1b423a6e9c643e256a81fcec1078b9a8b2ebe64e,CuI [catalyst]; BTMO [ligand]; KOH [base]; tAmOH [solvent],,,,,true,
CN-Coupling,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,Ar–Br,LG|Ar|Br,,,,0,-0.42,RCR1:56820ef9af55fbd7200e5d612f38e83b3ffc6a6fad0540a5f03e6eb7999df902,Cu(MeCN)4BF4 [catalyst]; BHMPO [ligand]; K2CO3 [base]; tAmOH [solvent],,,,,true,
CN-Coupling,Ar–Br,LG|Ar|Br,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,0,-0.53,RCR1:47896516443f309bb5538775186c6d3cdecfc54d14c7dea0973cd98089650bc7,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Cs2CO3 [base]; tAmOH [solvent],,,,,true,
Alkylation,Activated alkyl C–H,XH|Csp3,,,,Ar–Br,LG|Ar|Br,,,,0,-0.27,RCR1:aeeb8049a440106d67793adedb25d64948fd9373c5b5d0c4aa55dec817768707,cataCXiumA Pd G6 Br)2 [catalyst]; CataCXiumA [ligand]; NaOtBu [base]; anisole [solvent]; LiBr [additive],,,,,true,
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,R–BF₃K,TM|Alkyl|BF3K,,,,85.74,1.56,RCR1:6433d628d3f8d831f1349b93634af62ac008e5774427d82d72a257e416180249,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; K2CO3 [base]; PhMe [solvent]; water [solvent],,,,,true,"3 h at 60 °C, then 15 h at 80 °C"
CN-Coupling,Lactam,,,,,R–B(OH)₂,TM|Alkyl|B(OH)2,,,,4.03,-0.15,RCR1:cade9ef96cb64d0fbb5130cce4f95178f29dafaf6b612b7071578e1475f9755b,Copper(II)acetate [catalyst]; No ligand; Na2CO3 [base]; tAmOH [solvent],,,,,true,"3 h at 50 °C, then 23 h at 80 °C"
CH-Activation,Ar–I,LG|Ar|I,,,,Ar–H,CH|ArH,,,,0,-0.56,RCR1:9ef7bddb68b4233588f7af00d81f3e25ab8bd3b7f5eb20684756dcf3ed3ec934,(DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; K2CO3 [base]; DMAc [solvent]; AdCOOH [additive],,,,,true,
CO-Coupling,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,Ar–Br,LG|Ar|Br,,,,16.22,0.66,RCR1:1b942fd98f3018209b1443aa23bf795f3fa1aa502d581f9db5ff349cf7717619,Cu(MeCN)4BF4 [catalyst]; diphenethyloxamide [ligand]; Cs2CO3 [base]; PhMe [solvent],,,,,true,"2 h at 70 °C, then 16 h at 100 °C"
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,0.66,-1.16,RCR1:785c611d073c153386d578bbebbdd84747a8ec96cbdfe1b97e809dd465a9c319,dppf Pd G3 [catalyst]; dppf [ligand]; K3PO4 [base]; THF [solvent]; water [solvent],60,3,,,true,3 h at 60 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,5.09,-1.32,RCR1:982965bccb6b1ebbc1b2f119ac850c5927ab63174a92e633f89132d55fc1b933,dppf Pd G3 [catalyst]; dppf [ligand]; K3PO4 [base]; THF [solvent]; water [solvent],60,5.5,,,true,5.5 h at 60 °C
Negishi,Alkyl-M,,,,,Ar–Br,LG|Ar|Br,,,,5.09,0.59,RCR1:90d994ed23aef3811169fe51f5b0ea748a315911bb81da7b5bbc71266e6134db,rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; NMP [solvent],,,,,true,"2.5 h at 50 °C, then 26 h at 80 °C"
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,71.19,0.52,RCR1:036e6e181dd94c2f6bf61476a547f0d1d2aa58e47f68e16cd90e4e7d20ac6086,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; NaHCO3 [base]; iPrOAc [solvent]; water [solvent],,,,,true,"3 h at 60 °C, then 17.5 h at 80 °C"
Heck,alkene,PI|Alkene,,,,Ar–Br,LG|Ar|Br,,,,0,-0.88,RCR1:889b9029a2765d22ea72baf885177044a7c10ce94a9ecb73444c862c5035a7f2,Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand]; N-Methyldicyclohexylamin [base]; tAmOH [solvent],,,,,true,
Heck,alkene,PI|Alkene,,,,Ar–Br,LG|Ar|Br,,,,0,-0.88,RCR1:3fb20370b8898a81adf07b62712847f4191df886a8d77f8f9e177a53f26adf68,"BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; TBD, TMG [base]; tAmOH [solvent]; TBAC [additive]",,,,,true,
Heck,alkene,PI|Alkene,,,,Ar–Br,LG|Ar|Br,,,,0,-0.88,RCR1:d1370dbd2bc5042b2538c658f9103b0ef0ab9d9b90f46c7c0e857f9445d0ad91,Me3(OMe)tBuXPhos Pd G3 [catalyst]; Me3(OMe)-tBuXPhos [ligand]; TBD [base]; MeTHF [solvent],,,,,true,
Condensation,Ar–NH₂,XH|N|H2|Ar,primary,,,R–S(O)₂Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,8.49,0.79,RCR1:9a62af62582c973fb2a600addf96743672f808850744775e1631507b446139cf,No ligand; pyridine [base]; MeCN [solvent],,,,,false,"1 h at 30 °C, then 16 h at 45 °C"
Suzuki-Miyaura,Alkenyl–B(OR)₂,TM|Alkenyl|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,5.99,-0.39,RCR1:4fc21cf27260249095390dbf18e9dd39b07444dba5339add5977a3a241fa3f8a,PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,"2 h at 60 °C, then 3 h at 80 °C"
Buchwald-Hartwig,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,Ar–Cl,LG|Ar|Cl,,,,0,-1.08,RCR1:7db6a853145de15abfa0f7d16d7fe6ef2700a9255bb46a769171f3c3e0bdfda6,CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; NaHCO3 [base]; PhMe [solvent]; water [solvent],,,,,true,
Buchwald-Hartwig,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,Ar–Cl,LG|Ar|Cl,,,,15.6,-0.53,RCR1:8ce3b2b7b07a8ec2144a582c5399924366028c42750e4f2284f90399e5718303,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K2CO3 [base]; anisole [solvent],60,2,,,true,2 h at 60 °C
Buchwald-Hartwig,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,Ar–Cl,LG|Ar|Cl,,,,46.76,0.56,RCR1:6469cedf923a38d5ec6561c088b27bdc80a735c6d0140905a1b9d405b1dbaa13,tBuBrettPhos Pd G3 [catalyst]; tBuBrettPhos [ligand]; Cs2CO3 [base]; NMP [solvent]; PhMe [solvent],60,24,,,true,24 h at 60 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.31,RCR1:330eac674bc423d9de89ccd9e1f6279f201d57b0ebdbc934a77cc7a38cadcfd0,BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; LiOTMS [base]; DMSO [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,0,-0.31,RCR1:5f5f6542bcba247501cbefdf095582948f05c485b94312435422f665ad440d02,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; DIPEA [base]; DMSO [solvent],,,,,true,
CN-Coupling,Ar–Br,LG|Ar|Br,,,,Ar–OH,XH|O|H1|Ar,,,,0,-0.4,RCR1:e17446c76fb196c37c1cd9a543e4a936ac6a9873407f65fd712fcf4acb9e87a5,CuI [catalyst]; BTMPO [ligand]; DBU [base]; Dioxane [solvent],,,,,false,
CN-Coupling,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,0,-0.73,RCR1:bccb3d3884ecf836bb1184935b30b4a36286a81b99b3ad3a6de60cdde5a47a2b,cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; KOH [base]; tAmOH [solvent]; water [solvent],,,,,true,
CN-Coupling,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,0.48,-0.72,RCR1:2b7301e5aefdf14aee51f2aae9c04a0db221d71aa9c22e4c753876168d4ed518,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; K3PO4 [base]; iPrOH [solvent]; water [solvent],80,6,,,true,6 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,8.18,-0.61,RCR1:0c21c65a5cdd956f859f73b191886ccb98cafbe5cbe1fdd88d16d232d344fe2b,AlPhosPd G6 Br [catalyst]; AlPhos [ligand]; KOH [base]; MeTHF [solvent]; water [solvent],80,6,,,true,6 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,6.19,-0.7,RCR1:164bef80dde5cb06920414dc8d4a1116a8c2033c6341add89fce84c08f561940,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; Na2CO3 [base]; tAmOH [solvent]; water [solvent]; LiCl [additive],80,46,,,true,46 h at 80 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,54.97,1.37,RCR1:af2f63db9d3b879422bc2e427bad3651bac3801ddfa1a985a8a3c8292f96d153,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K2CO3 [base]; BuOH [solvent]; water [additive],80,23,,,true,23 h at 80 °C
CN-Coupling,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–I,LG|Ar|I,,,,73.25,0.48,RCR1:eefb97f46130cfe1e59d6299c465840d3cc0c19eae79dcf33b8773c6a85bcd74,QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,"2 h at 60 °C, then 3 h at 80 °C"
"Arylation, acidic C-H",Activated alkyl C–H,XH|Csp3,,,,Ar–Br,LG|Ar|Br,,,,8.03,0.04,RCR1:17c3e96c0d955b83d4a5dad6bbecb74e0030a636e515fe65e815c38a77393dcf,tBuXPhos Pd(allyl)OTf [catalyst]; Me4tBuXPhos [ligand]; NaH [base]; PhMe [solvent],,,,,true,"2 h at 40 °C, then 13 h at 60 °C"
Reductive Coupling,C-C,,,,,Ar–Br,LG|Ar|Br,,,,2.86,-0.43,RCR1:e16c51a917a91b262a8cb7a8b6d70485a6058d2b4eaa930563837191d9836f4a,NiBr2-glyme [catalyst]; tBubpyCAMCN [ligand]; pyridine [base]; DMAc [solvent],25,1,,,true,1 h at 25 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,11.35,0.98,RCR1:3048ceea0ce03e3d18d4765a9c837e1a07fefd277803e89f3dd84fb7521b922c,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; Cs2CO3 [base]; MeTHF [solvent]; water [solvent],60,4,,,true,4 h at 60 °C
Suzuki-Miyaura,Ar–Cl,LG|Ar|Cl,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0.41,-0.64,RCR1:a85e4d4a8887ba6165357addab3504ce446d8da787a62d3c6099d7c99101e77e,XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Cs2CO3 [base]; THF [solvent]; water [additive],,,,,true,"2.5 h at 40 °C, then 2 h at 50 °C"
Negishi,Alkyl-M,,,,,Ar–Br,LG|Ar|Br,,,,0,-0.54,RCR1:1cda8238541db8577233244de81b6dd05a7385ff190a7fd3e12bb79e005ae818,CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; NMI [solvent],,,,,true,
CN-Coupling,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,70.59,0.27,RCR1:341772b6f73f49700767a03a382d8cf08d8a58d3ef7a87fc51e0db02b002f9ae,"Cu2O [catalyst]; tBu-NpPh-Biphenyl-benzene-1,2-diamine [ligand]; NaOMe [base]; DMF [solvent]",60,3.5,,,true,3.5 h at 60 °C
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Br,LG|Ar|Br,,,,0,-0.56,RCR1:f1f65af283a77223440aa59e503d624047ded4a6740d3c0ee0351b17a4abcc6f,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; Cs2CO3 [base]; tAmOH [solvent],,,,,true,
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–I,LG|Ar|I,,,,0,-0.5,RCR1:82e68fe03ca25e5d1a8778890f51b67c2bfacd4fa50a9dcc5b94e11fb85b3f4c,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; K3PO4 [base]; tAmOH [solvent]; water [solvent],,,,,true,
CN-Coupling,Lactam,,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-0.46,RCR1:9f49730b162ec16b7ec4c633f3685bc774be3a7ef1c9eb2147f8a6cf3989384d,"Copper(II)acetate [catalyst]; 1,10-Phenanthroline [ligand]; KOPiv [base]; DMF [solvent]",,,,,true,
Alkylation,R–Br,LG|Alkyl|Br,,,,AromN–H,XH|N_aromatic|H1|HeteroAr,,,,0,-0.79,RCR1:00fc931d35829eab0165be150903d66cdbf2f543ac7d085c96dcdad9a0bd63df,No ligand; LiHMDS [base]; TFE [solvent],,,,,false,
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,1.88,-0.7,RCR1:fbf0eab82641aafa727db2c7fda2163e07c905603257a20366cf4509740624e3,AlPhosPd G6 Br [catalyst]; AlPhos [ligand]; KOH [base]; DMSO [solvent]; water [solvent],80,19,,,true,19 h at 80 °C
Suzuki-Miyaura,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,Ar–Cl,LG|Ar|Cl,,,,5.4,-0.25,RCR1:5f58bea7a53c96ec6f7be18a714c5534ce221eeac7f063f593ea86cae02539ba,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; K3PO4 [base]; anisole [solvent]; water [solvent]; Brij 35 [additive],80,2,,,true,2 h at 80 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,0,-0.83,RCR1:629dfe9847a26bf93de155f5aa5860a1fffef953cb7ab200edb0e5ee2bb5b5ac,P(tBu)3 Pd G2 [catalyst]; P(tBu)3 [ligand]; NaHCO3 [base]; PhMe [solvent]; water [solvent],,,,,true,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,0,-0.84,RCR1:7d7039813e6176d71af215bf5bffc34db98efdbf344fd8c0291e1f0d92f4c081,No ligand; NMI [base]; MeCN [solvent]; CDI [coupling_reagent],,,,,false,
Amide coupling,R–C(O)OH,EC|Acyl|Alkyl|OH|latent,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,0,-0.84,RCR1:522c726b165d2ed5bd49cdf5a454b6010bc9049b0c958cd798296056fcafef97,No ligand; NMM [base]; DMSO [solvent]; BOP-Cl [coupling_reagent],,,,,true,
"Negishi, in-situ",Ar–Br,LG|Ar|Br,,,,R–I,LG|Alkyl|I,,,,42.29,0.72,RCR1:7c49b402c7d7b63085c4080c07e07dd25ff088ccb3585f2933334d7a74b041a9,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; DMF [solvent]; THF [solvent]; Potassium 2-ethylhexanoate [additive],,,,,true,"2.5 h at 30 °C, then 2.5 h at 50 °C"
"Negishi, in-situ",Ar–Br,LG|Ar|Br,,,,R–I,LG|Alkyl|I,,,,55.77,1.34,RCR1:0e97d80d5cf4705c2290d3aa2a6f6f747437021708035b35eac510543f24a5cc,TrixiePhos Pd G3 [catalyst]; TrixiePhos [ligand]; DMF [solvent]; Potassium 2-ethylhexanoate [additive],50,4,,,true,4 h at 50 °C
CO-Coupling,Ar–Br,LG|Ar|Br,,,,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,10.89,0.72,RCR1:2f757fc3a5dd0a814d36e4c037ba03ab053d720dce744b725e12bcd0f4e6d5b4,CuI [catalyst]; DMPAO [ligand]; Cs2CO3 [base]; DMSO [solvent],,,,,false,"3 h at 90 °C, then 4 h at 11 °C, then 15 h at 110 °C"
CN-Coupling,Lactam,,,,,Ar–Br,LG|Ar|Br,,,,10.77,-0.45,RCR1:094644215c359c804dc3daf9ead3a8bc82930c09330a6e814a2c3b84a05c0849,CuI [catalyst]; DMPAO [ligand]; Cs2CO3 [base]; DMSO [solvent],,,,,false,"3 h at 90 °C, then 18 h at 110 °C"
CN-Coupling,Lactam,,,,,Ar–Br,LG|Ar|Br,,,,5.02,-0.66,RCR1:415a1c81ca3298946ba4485e05f5b8aa2e9d1a7c2ebe52621e39668228e931b2,CuI [catalyst]; BTMO [ligand]; K2CO3 [base]; DMSO [solvent],,,,,true,"3 h at 60 °C, then 21.5 h at 90 °C"
CO-Coupling,RCH₂–OH,XH|O|H1|Alkyl,,primary,false,Ar–Br,LG|Ar|Br,,,,0,-0.52,RCR1:c46180713553a21f1bcbff8c0db3daa27523d72eb893c602c697dad1f068ae4f,RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; DBU [base]; Dioxane [solvent],,,,,true,
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,15.35,-0.62,RCR1:a0a650da67e60c830afb5e32f8f022ac70c3cf278bcdd2c1d8c14afb87939b52,XantPhosPdCl2 [catalyst]; XantPhos [ligand]; Li2CO3 [base]; NMP [solvent]; water [solvent]; KOPiv [additive],25,20,,,true,20 h at 25 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,34.45,-0.01,RCR1:bbeedbffd400182a6f086fb866b0bb19b5535fd44da2c3cb260aceb703c2c321,Pd(OAc)2 [catalyst]; Missing [ligand]; Cs2CO3 [base]; anisole [solvent]; NMP [solvent]; KOPiv [additive],25,21,,,true,21 h at 25 °C
CH-Activation,Ar–H,CH|ArH,,,,Ar–Br,LG|Ar|Br,,,,71.6,1.17,RCR1:fe74d4b58ec0c34013a1c14c9fc54bbec456683ff60b51a5b098c9d78021e434,XantPhosPdCl2 [catalyst]; XantPhos [ligand]; K2CO3 [base]; NMI [base]; anisole [solvent]; KOAc [additive],25,45,,,true,45 h at 25 °C
Suzuki-Miyaura,Ar–B(OH)₂,TM|Ar|B(OH)2,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.13,RCR1:175c6bb2daa4a2299675e845077fd6711daee3aac8615ccb188475b1deaafacc,No ligand; Cs2CO3 [base]; 18-crown-6 [additive],,,,,false,
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,67.28,0.48,RCR1:9c9ee4377b116d3725b394496666bec4a13ae86cb3abbf6d067def43e9289486,XPhos Pd G2 [catalyst]; XPhos [ligand]; Na2CO3 [base]; tAmOH [solvent]; water [solvent],25,24,,,true,24 h at 25 °C
Suzuki-Miyaura,Ar–Br,LG|Ar|Br,,,,Ar–B(OR)₂,TM|Ar|B(OR)2,,,,3.46,-1.62,RCR1:7ccb9292bc6c02a010a70919191ccf7ed65ff750e3a4cbeb297d5593dd1b9101,XPhos Pd G2 [catalyst]; XPhos [ligand]; Na2CO3 [base]; MeOH [solvent]; water [solvent],25,3,,,false,3 h at 25 °C
Buchwald-Hartwig,Ar–NH₂,XH|N|H2|Ar,primary,,,Ar–Br,LG|Ar|Br,,,,5.38,-0.43,RCR1:1fc4824f3e6a1e967f02c2c92eb8a35388efaf67ab42aa293fa891cee967950b,[Pd(allyl)(Ad-BippyPhos)]OTf [catalyst]; Ad-BippyPhos [ligand]; NaOtBu [base]; Dioxane [solvent],,,,,true,unknown time/temp
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,42.82,0.95,RCR1:e94dbc3688e2fadfa1a2b7ff13450524ab8653d63c18ab6e952585bc07fca319,XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; KHMDS [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,65.08,0.39,RCR1:94b174316fcb78c6a1d680905fef5dec2a946b4bce59cc6612b643aa005eb2c9,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; KHMDS [base]; MeTHF [solvent],25,16,,,true,16 h at 25 °C
Buchwald-Hartwig,Ar–Cl,LG|Ar|Cl,,,,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,59.94,-0.58,RCR1:bcb697e572f764a5f57217b1020e5e22b6074ca69d3d2a6bd591fed2db4c545e,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; KHMDS [base]; MeTHF [solvent],25,20,,,true,20 h at 25 °C
Buchwald-Hartwig,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,72.02,0.96,RCR1:a26e726a9451d7bd47d93cd2ff71bdbf5eb7eaea84cc3c9d6f0a85cab493e584,cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; K3PO4 [base]; MeTHF [solvent],25,25,,,true,25 h at 25 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,10.73,-0.62,RCR1:67597c50db203956c75636953ebafb303e9ced73be1c39bd80033874af98270f,BrettPhos Pd(crotyl)OTf [catalyst]; BrettPhos [ligand]; LiHMDS [base]; MeTHF [solvent],25,23,,,true,23 h at 25 °C
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Br,LG|Ar|Br,,,,0,-0.43,RCR1:bfabcc8a04c844833c6783d5d70a69a01043a746571516e95c36275384c59971,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; KHMDS [base]; MeTHF [solvent],,,,,true,
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,67.98,0.84,RCR1:c59d65c9caa4ea7cd272f22f871bb40c6497a4fb636099f758dd8dcb6393c8ef,cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; K3PO4 [base]; MeTHF [solvent],25,24,,,true,24 h at 25 °C
Buchwald-Hartwig,Ar–Br,LG|Ar|Br,,,,R–NH₂ (α-C branched),XH|N|H2|Alkyl,primary,,true,66.64,0.79,RCR1:0e8bca4c4d0fc3b473dc21632d53f0a26443535702e5715267f66cc5069e2b64,cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; NaOtBu [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,R¹R²–NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,1.04,-0.31,RCR1:94b174316fcb78c6a1d680905fef5dec2a946b4bce59cc6612b643aa005eb2c9,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; KHMDS [base]; MeTHF [solvent],25,16,,,true,16 h at 25 °C
Buchwald-Hartwig,Ar–NH–R,"XH|N|H1|Ar,Alkyl",secondary,,,Ar–Cl,LG|Ar|Cl,,,,3.42,-0.8,RCR1:ef3f1aaaee0fccd0906a0579660f0cae1e2627c3fa3172bb25e576f58ea00055,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; PhMe [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,Ar¹Ar²–NH,"XH|N|H1|Ar,Ar",secondary,,,Ar–Br,LG|Ar|Br,,,,11.46,-0.16,RCR1:8808075c66e927efcd2288ad89d4dd5a522b2e760ccee7b217f395a6ecdccbed,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; MeTHF [solvent],25,21,,,true,21 h at 25 °C
Buchwald-Hartwig,Lactam,,,,,Ar–Cl,LG|Ar|Cl,,,,0,-0.46,RCR1:3fe097c673843f5f466e19a7c594429eae62efdb98c79835e40893da07c5ab3e,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; MeTHF [solvent],,,,,true,
Buchwald-Hartwig,R–C(O)–NH₂,XH|N|H2|C(O)R,primary,,,Ar–Br,LG|Ar|Br,,,,0,-0.71,RCR1:3fe097c673843f5f466e19a7c594429eae62efdb98c79835e40893da07c5ab3e,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; K3PO4 [base]; MeTHF [solvent],,,,,true,
Condensation,Lactam,,,,,R–NH₂,XH|N|H2|Alkyl,primary,,,10.25,-1.52,RCR1:c2b3cbaaed4c93d99497464233a29596ae876aa0d9bd1b3d270c345a1a35b0e8,No ligand; NaOtBu [base]; THF [solvent]; MukayamaReagent [coupling_reagent],25,14,,,true,14 h at 25 °C
